FID IID mass
8N73529 8N73529 32.8
8N73529 8N73529 30
8N73530 8N73530 28.4
8N73533 8N73533 26.9
8N73546 8N73546 28.9
8N73564 8N73564 34.7
8N73564 8N73564 33.5
8N73568 8N73568 NA
8N73568 8N73568 29.4
8N73573 8N73573 28.6
8N73573 8N73573 29.4
8N73573 8N73573 29.1
8N73573 8N73573 29.1
8N73573 8N73573 31.7
8N73573 8N73573 28.6
8N73573 8N73573 28.8
8N73573 8N73573 NA
8N73573 8N73573 NA
8N73580 8N73580 29.5
8N73586 8N73586 30
8N73589 8N73589 30.8
8N73601 8N73601 30.5
8N73602 8N73602 30.7
8N73602 8N73602 30.5
8N73602 8N73602 30.8
8N73602 8N73602 32.8
8N73603 8N73603 29.7
8N73604 8N73604 33.9
8N73604 8N73604 35.7
8N73604 8N73604 34
8N73604 8N73604 NA
8N73604 8N73604 35.4
8N73605 8N73605 30.2
8N73606 8N73606 33.8
8N73606 8N73606 31.6
8N73607 8N73607 32.5
8N73608 8N73608 31.7
8N73608 8N73608 NA
8N73608 8N73608 31.1
8N73609 8N73609 30.9
8N73609 8N73609 NA
8N73609 8N73609 29.3
8N73609 8N73609 30.3
8N73610 8N73610 29.9
8N73610 8N73610 NA
8N73610 8N73610 29.5
8N73611 8N73611 29.4
8N73611 8N73611 NA
8N73612 8N73612 30.5
8N73612 8N73612 NA
8N73612 8N73612 31.4
8N73612 8N73612 32.1
8N73612 8N73612 31.3
8N73612 8N73612 31.3
8N73613 8N73613 30.1
8N73613 8N73613 NA
8N73614 8N73614 32.6
8N73614 8N73614 NA
8N73615 8N73615 28.7
8N73615 8N73615 NA
8N73616 8N73616 29.1
8N73616 8N73616 NA
8N73616 8N73616 31.1
8N73617 8N73617 32.4
8N73617 8N73617 NA
8N73617 8N73617 31
8N73617 8N73617 32
8N73617 8N73617 32.4
8N73617 8N73617 32.4
8N73618 8N73618 33.9
8N73618 8N73618 31.3
8N73618 8N73618 32.2
8N73619 8N73619 34.2
8N73619 8N73619 31.7
8N73620 8N73620 30.1
8N73621 8N73621 31.6
8N73621 8N73621 31.5
8N73621 8N73621 29.8
8N73622 8N73622 32.4
8N73622 8N73622 30.6
8N73623 8N73623 37.7
8N73623 8N73623 31.2
8N73623 8N73623 34
8N73624 8N73624 35.2
8N73624 8N73624 35.2
8N73624 8N73624 33
8N73625 8N73625 32.5
8N73626 8N73626 34.6
8N73626 8N73626 34.5
8N73626 8N73626 34.5
8N73627 8N73627 30.7
8N73627 8N73627 NA
8N73628 8N73628 35.3
8N73628 8N73628 35.2
8N73628 8N73628 31
8N73628 8N73628 30.2
8N73629 8N73629 32.7
8N73630 8N73630 31
8N73630 8N73630 31
8N73630 8N73630 30.6
8N73630 8N73630 35.1
8N73631 8N73631 33.3
8N73631 8N73631 32.1
8N73632 8N73632 32.6
8N73633 8N73633 32.7
8N73633 8N73633 32.3
8N73634 8N73634 31.7
8N73634 8N73634 31.4
8N73635 8N73635 32
8N73636 8N73636 38.5
8N73636 8N73636 31.6
8N73637 8N73637 NA
8N73637 8N73637 31.9
8N73638 8N73638 29.2
8N73638 8N73638 NA
8N73639 8N73639 29.4
8N73640 8N73640 NA
8N73640 8N73640 31.3
8N73641 8N73641 31
8N73642 8N73642 31.8
8N73642 8N73642 NA
8N73643 8N73643 NA
8N73643 8N73643 27
8N73644 8N73644 31.4
8N73644 8N73644 33.4
8N73644 8N73644 32.1
8N73645 8N73645 NA
8N73645 8N73645 30
8N73646 8N73646 30.6
8N73646 8N73646 30.6
8N73647 8N73647 29.4
8N73648 8N73648 29.2
8N73648 8N73648 NA
8N73649 8N73649 NA
8N73649 8N73649 32.4
8N73649 8N73649 33.4
8N73649 8N73649 32.4
8N73650 8N73650 30
8N73651 8N73651 27.2
8N73652 8N73652 29.1
8N73652 8N73652 NA
8N73652 8N73652 29.1
8N73652 8N73652 29.6
8N73653 8N73653 29.1
8N73654 8N73654 NA
8N73654 8N73654 31.3
8N73654 8N73654 32.4
8N73654 8N73654 32.5
8N73655 8N73655 29
8N73655 8N73655 28.9
8N73656 8N73656 32.3
8N73656 8N73656 32.3
8N73656 8N73656 33.5
8N73657 8N73657 33
8N73657 8N73657 33.6
8N73657 8N73657 34
8N73657 8N73657 32
8N73658 8N73658 33.9
8N73658 8N73658 33.9
8N73658 8N73658 33.5
8N73658 8N73658 31
8N73659 8N73659 30.8
8N73659 8N73659 NA
8N73659 8N73659 30.6
8N73659 8N73659 29.8
8N73660 8N73660 29.9
8N73660 8N73660 31.5
8N73661 8N73661 30.6
8N73662 8N73662 33.1
8N73662 8N73662 33
8N73663 8N73663 30.4
8N73663 8N73663 32.5
8N73664 8N73664 29.7
8N73665 8N73665 NA
8N73665 8N73665 29.5
8N73665 8N73665 31.2
8N73666 8N73666 32
8N73666 8N73666 33
8N73667 8N73667 31.5
8N73668 8N73668 30
8N73668 8N73668 31.1
8N73668 8N73668 NA
8N73669 8N73669 29.3
8N73670 8N73670 30.5
8N73671 8N73671 30.6
8N73672 8N73672 31
8N73673 8N73673 30.3
8N73673 8N73673 30
8N73674 8N73674 29.5
8N73674 8N73674 29.6
8N73674 8N73674 28.2
8N73675 8N73675 31.5
8N73676 8N73676 30.5
8N73676 8N73676 33.1
8N73677 8N73677 30.3
8N73677 8N73677 30.4
8N73677 8N73677 31.9
8N73678 8N73678 26.1
8N73678 8N73678 26.3
8N73678 8N73678 28
8N73678 8N73678 27.3
8N73679 8N73679 27
8N73680 8N73680 26.9
8N73681 8N73681 35.2
8N73681 8N73681 34.9
8N73682 8N73682 31.9
8N73683 8N73683 29.4
8N73683 8N73683 30
8N73684 8N73684 33.3
8N73685 8N73685 30.5
8N73685 8N73685 30.5
8N73686 8N73686 31.4
8N73687 8N73687 32.4
8N73687 8N73687 30.6
8N73688 8N73688 NA
8N73689 8N73689 29.1
8N73690 8N73690 29.5
8N73690 8N73690 NA
8N73691 8N73691 31.7
8N73692 8N73692 31
8N73692 8N73692 NA
8N73693 8N73693 28.1
8N73694 8N73694 NA
8N73694 8N73694 32.1
8N73695 8N73695 31.1
8N73695 8N73695 NA
8N73696 8N73696 26
8N73697 8N73697 31.9
8N73697 8N73697 32
8N73698 8N73698 31.5
8N73699 8N73699 32.1
8N73700 8N73700 29.1
8N73700 8N73700 29.3
8N73722 8N73722 30.2
8N73722 8N73722 31.7
8N73724 8N73724 32.9
8N73724 8N73724 32.4
8N73740 8N73740 29.4
8N73740 8N73740 31.4
8N73740 8N73740 NA
8N73763 8N73763 30.2
8N73767 8N73767 29.7
8N73768 8N73768 29.8
8N73769 8N73769 29.3
8N73770 8N73770 31.8
8N73770 8N73770 32.8
8N73771 8N73771 30
8N73772 8N73772 30.7
8N73773 8N73773 31.8
8N73774 8N73774 27.5
8N73775 8N73775 29.2
8N73775 8N73775 34
8N73776 8N73776 30.5
8N73776 8N73776 30.3
8N73777 8N73777 27.4
8N73778 8N73778 30.3
8N73779 8N73779 28.6
8N73779 8N73779 31.6
8N73780 8N73780 27.5
8N73780 8N73780 28.3
8N73781 8N73781 32.3
8N73782 8N73782 30
8N73783 8N73783 31.2
8N73783 8N73783 32.8
8N73784 8N73784 30.5
8N73784 8N73784 37
8N73785 8N73785 29.5
8N73786 8N73786 29.5
8N73787 8N73787 31.3
8N73788 8N73788 36
8N73789 8N73789 35.4
8N73790 8N73790 30.5
8N73791 8N73791 30.5
8N73793 8N73793 28.7
8N73793 8N73793 31.7
8N73794 8N73794 28.2
8N73794 8N73794 30.2
8N73795 8N73795 29.8
8N73796 8N73796 29.8
8N73797 8N73797 30.5
8N73798 8N73798 28.8
8N73799 8N73799 30.1
8N73800 8N73800 31.7
8N73800 8N73800 32.3
8N73818 8N73818 32.1
8N73818 8N73818 32.1
8N73818 8N73818 30
8N73818 8N73818 30.5
8N73818 8N73818 29.2
8N73818 8N73818 31.6
8N73818 8N73818 33.2
8N73819 8N73819 35
8N73821 8N73821 33.7
8N73823 8N73823 30.4
8N73823 8N73823 30.9
8N73824 8N73824 31.2
8N73824 8N73824 30.8
8N73824 8N73824 30
8N73824 8N73824 NA
8N73824 8N73824 29.4
8N73824 8N73824 30.8
8N73831 8N73831 34.7
8N73831 8N73831 34.8
8N73831 8N73831 31.5
8N73831 8N73831 31.5
8N73876 8N73876 30.9
8N73885 8N73885 31.3
8N73885 8N73885 29.8
8N73901 8N73901 33.2
8N73901 8N73901 NA
8N73902 8N73902 29.8
8N73902 8N73902 NA
8N73903 8N73903 30
8N73903 8N73903 NA
8N73904 8N73904 28.5
8N73904 8N73904 NA
8N73905 8N73905 30.9
8N73905 8N73905 31.2
8N73905 8N73905 31.3
8N73906 8N73906 29.9
8N73907 8N73907 30.3
8N73907 8N73907 NA
8N73908 8N73908 31.5
8N73909 8N73909 30.8
8N73910 8N73910 30.5
8N73910 8N73910 NA
8N73911 8N73911 29.4
8N73911 8N73911 NA
8N73912 8N73912 30
8N73912 8N73912 NA
8N73913 8N73913 29.9
8N73913 8N73913 NA
8N73914 8N73914 28.1
8N73914 8N73914 NA
8N73915 8N73915 29.8
8N73915 8N73915 NA
8N73916 8N73916 31
8N73916 8N73916 NA
8N73917 8N73917 30.2
8N73917 8N73917 NA
8N73918 8N73918 30.8
8N73918 8N73918 NA
8N73919 8N73919 29
8N73919 8N73919 NA
8N73920 8N73920 28.1
8N73920 8N73920 NA
8N73921 8N73921 27.5
8N73922 8N73922 27.5
8N73923 8N73923 26.5
8N73924 8N73924 27.9
8N73925 8N73925 28.9
8N73925 8N73925 33
8N73926 8N73926 30.7
8N73926 8N73926 NA
8N73927 8N73927 29.6
8N73927 8N73927 NA
8N73928 8N73928 32.4
8N73928 8N73928 NA
8N73929 8N73929 28.7
8N73930 8N73930 34.2
8N73930 8N73930 33.8
8N73931 8N73931 33.1
8N73931 8N73931 33.2
8N73932 8N73932 31.6
8N73932 8N73932 31.3
8N73933 8N73933 30.8
8N73933 8N73933 30.2
8N73934 8N73934 31.4
8N73934 8N73934 31.2
8N73935 8N73935 30.1
8N73936 8N73936 30.5
8N73936 8N73936 30.4
8N73937 8N73937 31.5
8N73938 8N73938 29.3
8N73939 8N73939 29.4
8N73940 8N73940 32.7
8N73941 8N73941 31.5
8N73942 8N73942 30.3
8N73943 8N73943 31.8
8N73943 8N73943 31.7
8N73944 8N73944 30.9
8N73944 8N73944 30.9
8N73945 8N73945 32
8N73945 8N73945 32.1
8N73946 8N73946 33.4
8N73946 8N73946 33.5
8N73947 8N73947 29.8
8N73948 8N73948 31.2
8N73948 8N73948 NA
8N73949 8N73949 35.4
8N73949 8N73949 35.1
8N73950 8N73950 34.9
8N73950 8N73950 34.7
8N73951 8N73951 34.6
8N73951 8N73951 34.3
8N73951 8N73951 NA
8N73952 8N73952 28.9
8N73953 8N73953 29.5
8N73953 8N73953 29
8N73954 8N73954 25.8
8N73955 8N73955 31.4
8N73956 8N73956 31.1
8N73957 8N73957 31.8
8N73958 8N73958 31.5
8N73959 8N73959 32.4
8N73960 8N73960 32.5
8N73961 8N73961 31
8N73962 8N73962 30.9
8N73962 8N73962 31.1
8N73963 8N73963 28.3
8N73964 8N73964 32.5
8N73965 8N73965 29.9
8N73966 8N73966 31
8N73967 8N73967 28
8N73968 8N73968 29.5
8N73969 8N73969 29.2
8N73970 8N73970 31.8
8N73971 8N73971 28.4
8N73972 8N73972 30.7
8N73972 8N73972 30.7
8N73973 8N73973 30.2
8N73974 8N73974 29.1
8N73975 8N73975 30.2
8N73976 8N73976 31.9
8N73977 8N73977 31
8N73978 8N73978 30.8
8N73979 8N73979 30
8N73980 8N73980 31.2
8N73981 8N73981 32.3
8N73982 8N73982 33.6
8N73983 8N73983 31.7
8N73984 8N73984 32
8N73985 8N73985 29.5
8N73986 8N73986 32
8N73986 8N73986 32
8N73986 8N73986 NA
8N73987 8N73987 33.5
8N73987 8N73987 33.5
8N73987 8N73987 NA
8N73988 8N73988 31
8N73988 8N73988 31
8N73988 8N73988 NA
8N73989 8N73989 27.5
8N73990 8N73990 31.5
8N73991 8N73991 32.9
8N73992 8N73992 34.5
8N73993 8N73993 32.8
8N73994 8N73994 31.1
8N73995 8N73995 31.1
8N73996 8N73996 32.2
8N73997 8N73997 29.2
8N73997 8N73997 30.3
8N73998 8N73998 33
8N73998 8N73998 32
8N73998 8N73998 33.1
8N73998 8N73998 33.1
8N73999 8N73999 27.7
8N74000 8N74000 31.1
8N87006 8N87006 36
8N87010 8N87010 30.2
8N87012 8N87012 28.9
8N87016 8N87016 28.9
8N87017 8N87017 28.5
8N87032 8N87032 32
8N87034 8N87034 28.8
8N87035 8N87035 30
8N87036 8N87036 31.1
8N87037 8N87037 31
8N87041 8N87041 31.9
8N87043 8N87043 30.6
8N87047 8N87047 30.3
8N87048 8N87048 32.7
8N87052 8N87052 30
8N87052 8N87052 28.8
8N87052 8N87052 31.1
8N87052 8N87052 29.6
8N87052 8N87052 28.3
8N87052 8N87052 28.6
8N87053 8N87053 30.8
8N87054 8N87054 33.2
8N87054 8N87054 31.8
8N87054 8N87054 30
8N87054 8N87054 31.4
8N87056 8N87056 31.2
8N87057 8N87057 37.4
8N87058 8N87058 31.7
8N87058 8N87058 31
8N87062 8N87062 30
8N87062 8N87062 30.4
8N87065 8N87065 30.4
8N87065 8N87065 NA
8N87065 8N87065 32.5
8N87065 8N87065 31.8
8N87066 8N87066 33.6
8N87066 8N87066 31
8N87067 8N87067 33.6
8N87068 8N87068 30.9
8N87068 8N87068 30.2
8N87068 8N87068 30.6
8N87068 8N87068 30.3
8N87069 8N87069 30
8N87069 8N87069 32.5
8N87069 8N87069 31.1
8N87070 8N87070 33.7
8N87071 8N87071 28.8
8N87072 8N87072 32.3
8N87072 8N87072 30.4
8N87080 8N87080 35.6
8N87085 8N87085 NA
8N87085 8N87085 30.5
8N87085 8N87085 31.2
8N87085 8N87085 31.2
8N87085 8N87085 29.4
8N87087 8N87087 30.3
8N87088 8N87088 31
8N87089 8N87089 31.8
8N87090 8N87090 34.6
8N87091 8N87091 32.7
8N87092 8N87092 33.3
8N87093 8N87093 31.6
8N87094 8N87094 34.6
8N87095 8N87095 29.8
8N87095 8N87095 29.4
8N87096 8N87096 30
8N87097 8N87097 34.7
8N87097 8N87097 31.9
8N87097 8N87097 32.2
8N87098 8N87098 35.3
8N87099 8N87099 32.9
8N87100 8N87100 33.7
8N87114 8N87114 34.5
8N87115 8N87115 33
8N87116 8N87116 32.2
8N87136 8N87136 33.2
8N87141 8N87141 31.4
8N87152 8N87152 NA
8N87160 8N87160 34.6
8N87162 8N87162 31.6
8N87162 8N87162 33
8N87162 8N87162 NA
8N87168 8N87168 32.4
8N87168 8N87168 31.7
8N87169 8N87169 30.1
8N87171 8N87171 28.4
8N87177 8N87177 29.6
8N87183 8N87183 33.1
8N87185 8N87185 30.6
8N87189 8N87189 32.2
8N87198 8N87198 31.9
8N87211 8N87211 30
8N87216 8N87216 32.2
8N87226 8N87226 33.7
8N87228 8N87228 30.1
8N87241 8N87241 32
8N87243 8N87243 35.7
8N87245 8N87245 29.9
8N87246 8N87246 30.3
8N87248 8N87248 29
8N87251 8N87251 30
8N87253 8N87253 31.5
8N87255 8N87255 31.9
8N87258 8N87258 30
8N87264 8N87264 29.4
8N87265 8N87265 32.6
8N87267 8N87267 27.6
8N87270 8N87270 29.3
8N87271 8N87271 27.5
8N87273 8N87273 34
8N87274 8N87274 31
8N87284 8N87284 28.5
8N87304 8N87304 NA
8N87307 8N87307 29.2
8N87307 8N87307 30.8
8N87313 8N87313 34.6
8N87313 8N87313 33
8N87313 8N87313 33
8N87325 8N87325 35.3
8N87325 8N87325 33.9
8N87325 8N87325 32.4
8N87325 8N87325 35
8N87338 8N87338 31.4
8N87338 8N87338 32.5
8N87338 8N87338 30
8N87338 8N87338 29.7
8N87338 8N87338 29.7
8N87338 8N87338 30.8
8N87338 8N87338 30.8
8N87338 8N87338 29.4
8N87338 8N87338 32.6
8N87339 8N87339 35.7
8N87342 8N87342 32
8N87351 8N87351 27.5
8N87351 8N87351 31.8
8N87352 8N87352 NA
8N87352 8N87352 28.3
8N87352 8N87352 31.2
8N87353 8N87353 37
8N87353 8N87353 30.5
8N87353 8N87353 32.6
8N87353 8N87353 31.6
8N87358 8N87358 32.1
8N87362 8N87362 30.3
8N87362 8N87362 32.1
8N87363 8N87363 31.7
8N87363 8N87363 32.7
8N87363 8N87363 31.1
8N87368 8N87368 32.9
8N87369 8N87369 30.9
8N87371 8N87371 32.5
8N87372 8N87372 32.8
8N87372 8N87372 30.7
8N87372 8N87372 32.8
8N87387 8N87387 33.3
8N87401 8N87401 31.7
8N87402 8N87402 33.6
8N87403 8N87403 29.2
8N87404 8N87404 25.9
8N87405 8N87405 26.8
8N87407 8N87407 32.3
8N87407 8N87407 33
8N87408 8N87408 30.8
8N87408 8N87408 31
8N87409 8N87409 28.4
8N87413 8N87413 33.4
8N87413 8N87413 32.7
8N87414 8N87414 31.9
8N87415 8N87415 33.9
8N87416 8N87416 31.3
8N87417 8N87417 30.7
8N87418 8N87418 28.1
8N87420 8N87420 33.3
8N87420 8N87420 33.5
8N87421 8N87421 33.3
8N87422 8N87422 31.2
8N87423 8N87423 NA
8N87423 8N87423 30.7
8N87424 8N87424 35.7
8N87426 8N87426 34.2
8N87426 8N87426 31
8N87426 8N87426 31
8N87427 8N87427 33.3
8N87427 8N87427 34.2
8N87428 8N87428 30.5
8N87428 8N87428 29.5
8N87428 8N87428 30.1
8N87429 8N87429 26.4
8N87429 8N87429 24.8
8N87430 8N87430 31.5
8N87431 8N87431 30.4
8N87434 8N87434 32.6
8N87435 8N87435 34.7
8N87435 8N87435 32.7
8N87436 8N87436 33
8N87436 8N87436 32.4
8N87437 8N87437 29
8N87438 8N87438 29.9
8N87438 8N87438 31.3
8N87438 8N87438 29.6
8N87441 8N87441 30.5
8N87441 8N87441 31.1
8N87445 8N87445 32.2
8N87446 8N87446 34.3
8N87447 8N87447 28.4
8N87447 8N87447 27.7
8N87449 8N87449 31.1
8N87450 8N87450 29.3
8N87450 8N87450 30.5
8N87450 8N87450 29.3
8N87451 8N87451 28.5
8N87452 8N87452 32.4
8N87454 8N87454 29.3
8N87454 8N87454 31
8N87454 8N87454 30.2
8N87456 8N87456 30
8N87456 8N87456 27.2
8N87457 8N87457 31.1
8N87457 8N87457 29.6
8N87458 8N87458 32.3
8N87458 8N87458 30
8N87458 8N87458 31.3
8N87459 8N87459 31.3
8N87459 8N87459 26.2
8N87460 8N87460 30
8N87462 8N87462 30.5
8N87464 8N87464 28.3
8N87465 8N87465 30.1
8N87467 8N87467 31.6
8N87468 8N87468 27.3
8N87468 8N87468 28
8N87470 8N87470 34.1
8N87470 8N87470 30.7
8N87470 8N87470 32.2
8N87473 8N87473 35.1
8N87474 8N87474 35.8
8N87474 8N87474 31.6
8N87475 8N87475 33.4
8N87476 8N87476 29.5
8N87476 8N87476 26
8N87479 8N87479 31.5
8N87479 8N87479 29.3
8N87479 8N87479 30.4
8N87480 8N87480 33.6
8N87480 8N87480 29.8
8N87481 8N87481 30.3
8N87481 8N87481 26.8
8N87482 8N87482 33.5
8N87482 8N87482 30.8
8N87483 8N87483 30
8N87483 8N87483 29.8
8N87483 8N87483 31.2
8N87484 8N87484 33.5
8N87484 8N87484 29.9
8N87484 8N87484 31.2
8N87485 8N87485 34.3
8N87485 8N87485 30.6
8N87490 8N87490 29.7
8N87490 8N87490 28.7
8N87491 8N87491 32.1
8N87493 8N87493 33.5
8N87495 8N87495 29.9
8N87495 8N87495 30
8N87496 8N87496 31.2
8N87496 8N87496 27.6
8N87499 8N87499 26.8
8N87499 8N87499 26.5
8N87504 8N87504 32.4
8N87504 8N87504 30
8N87506 8N87506 31.8
8N87507 8N87507 31.9
8N87508 8N87508 31.6
8N87513 8N87513 32.4
8N87513 8N87513 NA
8N87514 8N87514 30
8N87514 8N87514 29.4
8N87515 8N87515 27.8
8N87515 8N87515 25.7
8N87516 8N87516 32.2
8N87516 8N87516 NA
8N87517 8N87517 32.3
8N87517 8N87517 NA
8N87518 8N87518 32.5
8N87518 8N87518 33
8N87519 8N87519 31
8N87519 8N87519 NA
8N87520 8N87520 29
8N87521 8N87521 31
8N87521 8N87521 NA
8N87522 8N87522 28.1
8N87523 8N87523 29.6
8N87524 8N87524 30.2
8N87524 8N87524 29.7
8N87525 8N87525 28.8
8N87526 8N87526 26.4
8N87526 8N87526 27.2
8N87527 8N87527 29
8N87527 8N87527 31.4
8N87527 8N87527 31
8N87528 8N87528 30.1
8N87528 8N87528 NA
8N87529 8N87529 31.9
8N87530 8N87530 30.9
8N87530 8N87530 33.4
8N87531 8N87531 31
8N87531 8N87531 NA
8N87532 8N87532 31.5
8N87532 8N87532 NA
8N87533 8N87533 32
8N87533 8N87533 31
8N87534 8N87534 30.5
8N87534 8N87534 NA
8N87535 8N87535 30.5
8N87535 8N87535 NA
8N87536 8N87536 33
8N87536 8N87536 NA
8N87537 8N87537 29.2
8N87537 8N87537 30.8
8N87537 8N87537 30.8
8N87538 8N87538 29.7
8N87538 8N87538 NA
8N87539 8N87539 33.2
8N87539 8N87539 NA
8N87540 8N87540 30.5
8N87540 8N87540 NA
8N87541 8N87541 30.2
8N87541 8N87541 31.2
8N87541 8N87541 31.1
8N87542 8N87542 29.9
8N87542 8N87542 NA
8N87543 8N87543 30.3
8N87543 8N87543 NA
8N87544 8N87544 30.8
8N87544 8N87544 NA
8N87545 8N87545 30.4
8N87546 8N87546 27.2
8N87547 8N87547 36.2
8N87547 8N87547 NA
8N87548 8N87548 31.5
8N87548 8N87548 30.8
8N87548 8N87548 30.9
8N87549 8N87549 30
8N87550 8N87550 31.8
8N87551 8N87551 30.1
8N87551 8N87551 NA
8N87552 8N87552 31.3
8N87552 8N87552 NA
8N87553 8N87553 27.5
8N87553 8N87553 28
8N87554 8N87554 31.5
8N87554 8N87554 NA
8N87555 8N87555 31.1
8N87555 8N87555 NA
8N87556 8N87556 31.1
8N87556 8N87556 30.6
8N87556 8N87556 NA
8N87557 8N87557 30.9
8N87557 8N87557 31
8N87557 8N87557 30.2
8N87557 8N87557 29.6
8N87558 8N87558 30.6
8N87558 8N87558 30.2
8N87558 8N87558 33.7
8N87559 8N87559 30.4
8N87559 8N87559 30
8N87559 8N87559 NA
8N87560 8N87560 28.3
8N87560 8N87560 28.3
8N87561 8N87561 30.5
8N87561 8N87561 30.3
8N87561 8N87561 NA
8N87562 8N87562 29.4
8N87563 8N87563 31.9
8N87563 8N87563 31.9
8N87563 8N87563 32.5
8N87563 8N87563 32.5
8N87564 8N87564 32.9
8N87564 8N87564 33.8
8N87564 8N87564 NA
8N87565 8N87565 31
8N87565 8N87565 NA
8N87566 8N87566 32
8N87567 8N87567 29.5
8N87567 8N87567 29.5
8N87568 8N87568 32
8N87568 8N87568 30.5
8N87568 8N87568 30.5
8N87569 8N87569 28.6
8N87569 8N87569 30.6
8N87569 8N87569 31.1
8N87570 8N87570 31.1
8N87570 8N87570 31
8N87571 8N87571 29.7
8N87571 8N87571 NA
8N87572 8N87572 31.1
8N87573 8N87573 32.1
8N87573 8N87573 NA
8N87574 8N87574 37
8N87574 8N87574 NA
8N87575 8N87575 31.5
8N87575 8N87575 NA
8N87576 8N87576 31.5
8N87577 8N87577 29.9
8N87578 8N87578 33.5
8N87578 8N87578 NA
8N87579 8N87579 33.6
8N87579 8N87579 NA
8N87580 8N87580 33.4
8N87580 8N87580 NA
8N87581 8N87581 30.4
8N87581 8N87581 29.8
8N87582 8N87582 32.7
8N87582 8N87582 NA
8N87583 8N87583 31
8N87584 8N87584 29.2
8N87584 8N87584 NA
8N87585 8N87585 28.7
8N87586 8N87586 32.1
8N87586 8N87586 NA
8N87587 8N87587 31.8
8N87587 8N87587 NA
8N87588 8N87588 29.3
8N87589 8N87589 32
8N87589 8N87589 32.2
8N87589 8N87589 32.2
8N87590 8N87590 30.2
8N87590 8N87590 NA
8N87591 8N87591 31.6
8N87592 8N87592 28
8N87592 8N87592 27.6
8N87593 8N87593 32
8N87593 8N87593 NA
8N87594 8N87594 34
8N87594 8N87594 NA
8N87595 8N87595 29
8N87595 8N87595 NA
8N87596 8N87596 26.4
8N87597 8N87597 29.2
8N87598 8N87598 29.1
8N87598 8N87598 NA
8N87599 8N87599 30.6
8N87599 8N87599 NA
8N87600 8N87600 28.6
8N87600 8N87600 NA
8N87601 8N87601 31.1
8N87602 8N87602 28.1
8N87602 8N87602 31.1
8N87603 8N87603 27.2
8N87604 8N87604 28.3
8N87605 8N87605 28
8N87605 8N87605 30.2
8N87606 8N87606 28.5
8N87606 8N87606 30.1
8N87607 8N87607 28.4
8N87608 8N87608 26.7
8N87609 8N87609 28.2
8N87610 8N87610 29.2
8N87611 8N87611 28
8N87612 8N87612 30.6
8N87613 8N87613 29.5
8N87614 8N87614 30.5
8N87615 8N87615 31
8N87615 8N87615 29.2
8N87616 8N87616 31
8N87616 8N87616 31.7
8N87617 8N87617 31.5
8N87618 8N87618 NA
8N87619 8N87619 28.2
8N87620 8N87620 27.4
8N87621 8N87621 28.8
8N87622 8N87622 31.8
8N87623 8N87623 29.4
8N87623 8N87623 29.1
8N87624 8N87624 30.4
8N87625 8N87625 30
8N87625 8N87625 31.7
8N87626 8N87626 30
8N87626 8N87626 32.3
8N87627 8N87627 30.3
8N87627 8N87627 31
8N87628 8N87628 30.2
8N87629 8N87629 29.5
8N87630 8N87630 31.5
8N87631 8N87631 28.4
8N87632 8N87632 29.8
8N87632 8N87632 33.7
8N87633 8N87633 29.2
8N87633 8N87633 31.6
8N87634 8N87634 27
8N87635 8N87635 27.7
8N87636 8N87636 26.8
8N87637 8N87637 31.4
8N87638 8N87638 28.3
8N87639 8N87639 30.7
8N87640 8N87640 29.8
8N87640 8N87640 31.9
8N87641 8N87641 30.7
8N87642 8N87642 28.2
8N87643 8N87643 30.3
8N87645 8N87645 26.6
8N87646 8N87646 28.3
8N87646 8N87646 29.3
8N87647 8N87647 29.2
8N87648 8N87648 29.6
8N87649 8N87649 25.9
8N87650 8N87650 30.1
8N87650 8N87650 30.2
8N87651 8N87651 31.2
8N87652 8N87652 27.7
8N87653 8N87653 28
8N87654 8N87654 31.6
8N87654 8N87654 29.6
8N87655 8N87655 30.3
8N87656 8N87656 31.5
8N87656 8N87656 30.9
8N87657 8N87657 32.4
8N87658 8N87658 31.2
8N87659 8N87659 30.2
8N87660 8N87660 29.7
8N87661 8N87661 29.3
8N87661 8N87661 31.9
8N87662 8N87662 28.9
8N87663 8N87663 26.5
8N87664 8N87664 28.2
8N87665 8N87665 33.1
8N87666 8N87666 30.2
8N87667 8N87667 28.4
8N87667 8N87667 27
8N87668 8N87668 28.7
8N87669 8N87669 29.6
8N87670 8N87670 29.2
8N87671 8N87671 28.8
8N87671 8N87671 30.4
8N87672 8N87672 30
8N87672 8N87672 30.6
8N87673 8N87673 32.7
8N87674 8N87674 31.2
8N87674 8N87674 31.6
8N87675 8N87675 30.2
8N87676 8N87676 30.2
8N87677 8N87677 31
8N87678 8N87678 30.9
8N87678 8N87678 32.3
8N87679 8N87679 30.6
8N87680 8N87680 30.7
8N87680 8N87680 28.5
8N87681 8N87681 32
8N87682 8N87682 30.7
8N87692 8N87692 30.5
8N87701 8N87701 33.4
8N87701 8N87701 32.4
8N87701 8N87701 35.5
8N87701 8N87701 33.5
8N87707 8N87707 31.6
8N87707 8N87707 33.1
8N87709 8N87709 33.2
8N87711 8N87711 31.7
8N87723 8N87723 NA
8N87728 8N87728 33.5
8N87728 8N87728 29.9
8N87728 8N87728 30.5
8N87728 8N87728 30.5
8N87728 8N87728 31.5
8N87728 8N87728 NA
8N87730 8N87730 30.5
8N87732 8N87732 30.1
8N87732 8N87732 NA
8N87749 8N87749 29.1
8N87749 8N87749 NA
