FID IID thr_wing
8857380 8857380 80.86
8857380 8857380 82.96
8857381 8857381 79.86
8857381 8857381 80.7
8857381 8857381 79.96
8857382 8857382 79.7
8857382 8857382 79.86
8857382 8857382 81.96
8857383 8857383 80.86
8857383 8857383 80.7
8857383 8857383 80.96
8857384 8857384 79.7
8857384 8857384 77.86
8857384 8857384 78.96
8857385 8857385 82.7
8857385 8857385 81.86
8857385 8857385 82.96
8857386 8857386 81.86
8857386 8857386 82.7
8857386 8857386 81.96
8857387 8857387 81.86
8857387 8857387 81.7
8857387 8857387 82.96
8857388 8857388 80.7
8857388 8857388 79.86
8857388 8857388 80.96
8857388 8857388 78.91
8857388 8857388 79.61
8857388 8857388 80.86
8857388 8857388 81.91
8857388 8857388 80.7
8857388 8857388 80.43
8857389 8857389 80.86
8857389 8857389 80.7
8857389 8857389 80.96
8857390 8857390 79.7
8857390 8857390 78.86
8857390 8857390 79.96
8857391 8857391 78.7
8857391 8857391 77.86
8857391 8857391 77.96
8857392 8857392 79.7
8857392 8857392 79.86
8857392 8857392 78.96
8857392 8857392 77.61
8857393 8857393 77.7
8857393 8857393 78.86
8857393 8857393 77.96
8857393 8857393 76.61
8857393 8857393 80.02
8857393 8857393 79.86
8857393 8857393 79.91
8857394 8857394 83.96
8857394 8857394 84.7
8857394 8857394 84.86
8857395 8857395 78.96
8857395 8857395 78.7
8857395 8857395 77.86
8857396 8857396 81.96
8857396 8857396 81.7
8857396 8857396 81.86
8857396 8857396 82.02
8857396 8857396 81.7
8857396 8857396 80.7
8857396 8857396 82.91
8857396 8857396 79.7
8857396 8857396 82.91
8857396 8857396 83.62
8857396 8857396 82.91
8857397 8857397 83.96
8857397 8857397 83.86
8857397 8857397 82.7
8857398 8857398 78.96
8857398 8857398 79.86
8857398 8857398 78.7
8857399 8857399 82.96
8857399 8857399 81.7
8857399 8857399 81.86
8857400 8857400 78.96
8857400 8857400 80.7
8857400 8857400 79.86
8857401 8857401 81
8857401 8857401 80.96
8857401 8857401 80.86
8857405 8857405 82.96
8857407 8857407 76
8857415 8857415 77.83
8857422 8857422 77.83
8857425 8857425 79
8857426 8857426 78
8857426 8857426 77.91
8857426 8857426 77.91
8857426 8857426 77.91
8857426 8857426 76.85
8857426 8857426 78
8857427 8857427 79
8857428 8857428 77
8857429 8857429 81
8857430 8857430 84
8857430 8857430 84.82
8857430 8857430 81.7
8857431 8857431 76
8857432 8857432 79
8857433 8857433 80
8857433 8857433 79.91
8857434 8857434 81
8857435 8857435 78
8857436 8857436 79
8857437 8857437 77
8857438 8857438 79
8857439 8857439 77
8857440 8857440 78
8857441 8857441 79
8857442 8857442 76
8857443 8857443 78
8857444 8857444 77
8857445 8857445 78
8857446 8857446 79
8857447 8857447 77
8857448 8857448 80
8857449 8857449 81
8857450 8857450 78
8857451 8857451 81
8857452 8857452 76
8857453 8857453 79
8857454 8857454 78
8857455 8857455 83
8857456 8857456 79
8857456 8857456 80.82
8857456 8857456 80.7
8857457 8857457 80
8857458 8857458 81
8857459 8857459 79
8857459 8857459 79.7
8857460 8857460 79
8857461 8857461 76
8857462 8857462 80
8857463 8857463 80
8857464 8857464 81
8857465 8857465 80
8857466 8857466 80
8857467 8857467 76
8857467 8857467 78.7
8857467 8857467 79.7
8857467 8857467 NA
8857467 8857467 85.7
8857467 8857467 77.61
8857467 8857467 77.89
8857467 8857467 79.91
8857467 8857467 NA
8857467 8857467 78.91
8857468 8857468 80
8857469 8857469 81
8857470 8857470 76
8857471 8857471 79
8857472 8857472 77
8857473 8857473 80
8857474 8857474 81
8857475 8857475 79
8857476 8857476 83
8857477 8857477 80
8857478 8857478 82
8857479 8857479 81
8857480 8857480 83
8857481 8857481 84
8857482 8857482 82
8857482 8857482 81.96
8857483 8857483 80
8857483 8857483 81.96
8857484 8857484 83
8857484 8857484 83.96
8857484 8857484 83.7
8857485 8857485 82
8857486 8857486 83
8857486 8857486 80.96
8857487 8857487 79
8857488 8857488 82
8857489 8857489 79
8857489 8857489 78.96
8857489 8857489 79.7
8857490 8857490 82
8857491 8857491 81
8857492 8857492 84
8857493 8857493 76
8857494 8857494 77
8857494 8857494 75.91
8857494 8857494 78.7
8857495 8857495 82
8857496 8857496 76
8857497 8857497 81
8857498 8857498 80
8857499 8857499 77
8857500 8857500 81
8857500 8857500 79.91
8857501 8857501 79
8857502 8857502 78
8857502 8857502 NA
8857503 8857503 81
8857503 8857503 80.7
8857504 8857504 81
8857505 8857505 79
8857506 8857506 80
8857506 8857506 79.7
8857507 8857507 79
8857507 8857507 80.7
8857508 8857508 80
8857509 8857509 83
8857510 8857510 84
8857510 8857510 80
8857511 8857511 78
8857512 8857512 82
8857513 8857513 81
8857514 8857514 83
8857515 8857515 78
8857516 8857516 80
8857517 8857517 78
8857517 8857517 73.7
8857518 8857518 77
8857518 8857518 77.91
8857519 8857519 81
8857519 8857519 80.7
8857520 8857520 85
8857520 8857520 85.91
8857521 8857521 78
8857522 8857522 82
8857523 8857523 84
8857523 8857523 84.82
8857524 8857524 82
8857524 8857524 81.82
8857525 8857525 78
8857525 8857525 79.82
8857525 8857525 78.91
8857525 8857525 77.7
8857526 8857526 85
8857526 8857526 85.82
8857527 8857527 78
8857527 8857527 78.82
8857528 8857528 78
8857528 8857528 76.82
8857529 8857529 80
8857529 8857529 79.82
8857529 8857529 79.96
8857530 8857530 84
8857530 8857530 82.82
8857530 8857530 82.96
8857530 8857530 83.7
8857531 8857531 84
8857531 8857531 82.82
8857531 8857531 82.7
8857531 8857531 82.7
8857531 8857531 78.91
8857532 8857532 84
8857532 8857532 82.82
8857533 8857533 80
8857533 8857533 80.82
8857533 8857533 79.7
8857533 8857533 80.96
8857533 8857533 80.7
8857534 8857534 80
8857534 8857534 80.82
8857534 8857534 77.96
8857534 8857534 77.91
8857535 8857535 82
8857536 8857536 84
8857537 8857537 82
8857538 8857538 82
8857539 8857539 80
8857539 8857539 79.7
8857539 8857539 77.91
8857539 8857539 85.91
8857540 8857540 82
8857541 8857541 82
8857541 8857541 82.82
8857542 8857542 79
8857543 8857543 81
8857543 8857543 80.82
8857543 8857543 80.7
8857543 8857543 80.91
8857544 8857544 82
8857544 8857544 81.82
8857545 8857545 81
8857545 8857545 80.82
8857545 8857545 82.7
8857546 8857546 79
8857546 8857546 77.82
8857547 8857547 78
8857547 8857547 79.82
8857547 8857547 78.7
8857548 8857548 79
8857548 8857548 80.82
8857548 8857548 78.96
8857549 8857549 83
8857549 8857549 83.82
8857550 8857550 84
8857550 8857550 83.82
8857550 8857550 83.7
8857550 8857550 83.7
8857551 8857551 75
8857551 8857551 75.82
8857551 8857551 75.7
8857551 8857551 77.91
8857551 8857551 75.7
8857552 8857552 83
8857552 8857552 83.82
8857552 8857552 82.7
8857552 8857552 82.7
8857552 8857552 83.91
8857553 8857553 81
8857553 8857553 80.82
8857554 8857554 78
8857554 8857554 77.82
8857554 8857554 75.7
8857554 8857554 78.91
8857554 8857554 79.7
8857555 8857555 81
8857555 8857555 79.82
8857555 8857555 80.7
8857556 8857556 81
8857556 8857556 81.82
8857557 8857557 80
8857557 8857557 79.82
8857558 8857558 76
8857558 8857558 76.82
8857558 8857558 75.96
8857558 8857558 75.7
8857558 8857558 NA
8857559 8857559 78
8857559 8857559 77.82
8857559 8857559 77.96
8857559 8857559 77.7
8857560 8857560 82
8857560 8857560 82.82
8857560 8857560 80.96
8857560 8857560 80.7
8857561 8857561 79
8857562 8857562 81
8857563 8857563 80
8857564 8857564 78
8857565 8857565 80
8857566 8857566 78
8857567 8857567 80
8857567 8857567 80.7
8857568 8857568 78
8857569 8857569 80
8857570 8857570 82
8857570 8857570 81.96
8857570 8857570 77.7
8857571 8857571 79
8857571 8857571 80.96
8857571 8857571 78.7
8857572 8857572 81
8857573 8857573 77
8857573 8857573 77.7
8857574 8857574 81
8857574 8857574 81.96
8857574 8857574 80.7
8857574 8857574 80.7
8857574 8857574 81.7
8857575 8857575 81
8857575 8857575 80.7
8857575 8857575 80.7
8857576 8857576 79.82
8857576 8857576 78.86
8857577 8857577 76.82
8857578 8857578 81.82
8857579 8857579 84.82
8857580 8857580 79.82
8857581 8857581 78.82
8857581 8857581 77.96
8857582 8857582 82.82
8857583 8857583 81.82
8857583 8857583 80.7
8857584 8857584 79.82
8857585 8857585 79.82
8857586 8857586 85.82
8857587 8857587 80.82
8857587 8857587 80.7
8857588 8857588 82.82
8857589 8857589 84.82
8857589 8857589 83.82
8857589 8857589 80.7
8857589 8857589 83.91
8857589 8857589 81.7
8857589 8857589 84.91
8857589 8857589 79.91
8857590 8857590 80.82
8857590 8857590 80.7
8857591 8857591 82.82
8857592 8857592 81.82
8857592 8857592 80.7
8857592 8857592 80.7
8857593 8857593 83.82
8857593 8857593 82.7
8857593 8857593 83.7
8857594 8857594 84.82
8857595 8857595 79.82
8857596 8857596 77.82
8857597 8857597 82.82
8857598 8857598 81.82
8857599 8857599 81.82
8857599 8857599 78.7
8857599 8857599 78.7
8857600 8857600 78.82
8857600 8857600 78.96
8857600 8857600 78.7
8857609 8857609 80.86
8857609 8857609 80
8857612 8857612 77.86
8857620 8857620 80.91
8857621 8857621 77
8857621 8857621 79.82
8857621 8857621 80.7
8857621 8857621 80.82
8857622 8857622 77
8857623 8857623 74
8857624 8857624 79
8857625 8857625 78
8857626 8857626 79
8857627 8857627 81
8857628 8857628 78
8857629 8857629 76
8857629 8857629 78.7
8857630 8857630 78
8857631 8857631 80
8857632 8857632 75
8857633 8857633 80
8857634 8857634 81
8857634 8857634 82.82
8857634 8857634 81.7
8857635 8857635 80
8857636 8857636 81
8857637 8857637 80
8857638 8857638 76
8857639 8857639 75
8857640 8857640 82
8857640 8857640 82
8857640 8857640 80.61
8857641 8857641 76
8857642 8857642 76
8857643 8857643 84
8857644 8857644 81
8857645 8857645 77
8857646 8857646 79
8857647 8857647 81
8857647 8857647 80.91
8857648 8857648 75
8857649 8857649 76
8857650 8857650 78
8857651 8857651 79
8857652 8857652 81
8857653 8857653 78
8857654 8857654 76
8857655 8857655 77
8857656 8857656 78
8857657 8857657 81
8857657 8857657 80.91
8857657 8857657 80.7
8857657 8857657 81.91
8857657 8857657 81.7
8857657 8857657 79.85
8857657 8857657 83.7
8857658 8857658 77
8857659 8857659 76
8857660 8857660 77
8857660 8857660 79.82
8857660 8857660 78.7
8857660 8857660 79.86
8857661 8857661 81
8857662 8857662 78
8857663 8857663 80
8857664 8857664 78
8857665 8857665 78
8857666 8857666 82
8857667 8857667 81
8857668 8857668 78
8857669 8857669 81
8857669 8857669 83.82
8857670 8857670 82
8857671 8857671 76
8857672 8857672 78
8857673 8857673 79
8857674 8857674 81
8857675 8857675 77
8857676 8857676 78
8857677 8857677 77
8857678 8857678 79
8857679 8857679 76
8857680 8857680 81
8857681 8857681 82
8857682 8857682 80
8857683 8857683 76
8857684 8857684 82
8857685 8857685 83
8857685 8857685 84.91
8857686 8857686 82
8857686 8857686 79.91
8857686 8857686 82.82
8857686 8857686 79.91
8857687 8857687 78
8857688 8857688 81
8857688 8857688 81.91
8857689 8857689 78
8857689 8857689 80.7
8857689 8857689 80.7
8857689 8857689 80.91
8857689 8857689 82.91
8857690 8857690 78
8857691 8857691 84
8857692 8857692 79
8857692 8857692 81.91
8857692 8857692 81.7
8857693 8857693 76
8857693 8857693 77.7
8857693 8857693 75.7
8857694 8857694 78
8857694 8857694 79.91
8857694 8857694 79.7
8857695 8857695 76
8857696 8857696 82
8857696 8857696 82.91
8857696 8857696 82.91
8857696 8857696 82
8857696 8857696 80.61
8857696 8857696 84.91
8857697 8857697 76
8857698 8857698 77
8857699 8857699 78
8857700 8857700 80
8857700 8857700 80.86
8857701 8857701 82.82
8857702 8857702 75.82
8857702 8857702 79.7
8857703 8857703 82.82
8857704 8857704 80.82
8857705 8857705 80.82
8857706 8857706 78.82
8857707 8857707 80.82
8857708 8857708 80.82
8857709 8857709 80.82
8857710 8857710 82.82
8857710 8857710 82.82
8857710 8857710 82.7
8857711 8857711 NA
8857712 8857712 79.82
8857713 8857713 81.82
8857713 8857713 80.7
8857713 8857713 81.7
8857714 8857714 81.82
8857714 8857714 80.96
8857715 8857715 79.82
8857716 8857716 80.82
8857716 8857716 79.7
8857717 8857717 79.82
8857717 8857717 73.7
8857717 8857717 81.7
8857717 8857717 78.7
8857718 8857718 78.82
8857719 8857719 76.82
8857719 8857719 75.96
8857720 8857720 77.82
8857720 8857720 76.7
8857721 8857721 82.82
8857730 8857730 76.86
8857730 8857730 76.59
8857739 8857739 76
8857739 8857739 77
8857739 8857739 77.86
8857739 8857739 77.59
8857752 8857752 80.91
8857754 8857754 78
8857767 8857767 77.91
8857767 8857767 80.91
8857778 8857778 82
8857780 8857780 78.86
8857780 8857780 78.91
8857780 8857780 78.91
8857780 8857780 79.91
8857780 8857780 79.92
8857780 8857780 80.91
8857780 8857780 78.91
8857801 8857801 83
8857802 8857802 79
8857803 8857803 81
8857804 8857804 76
8857805 8857805 77
8857806 8857806 78
8857806 8857806 76.91
8857806 8857806 80.91
8857806 8857806 79.61
8857806 8857806 78.91
8857806 8857806 79.61
8857807 8857807 78
8857808 8857808 79
8857809 8857809 80
8857810 8857810 79
8857811 8857811 79
8857812 8857812 76
8857812 8857812 78.96
8857812 8857812 78.7
8857812 8857812 77.86
8857813 8857813 77
8857813 8857813 76.7
8857814 8857814 79
8857815 8857815 78
8857815 8857815 80.82
8857815 8857815 78.82
8857815 8857815 75.61
8857815 8857815 78.61
8857815 8857815 81.91
8857816 8857816 78
8857816 8857816 75.7
8857817 8857817 79
8857818 8857818 79
8857819 8857819 85
8857819 8857819 84.7
8857819 8857819 86.7
8857819 8857819 87.91
8857820 8857820 82
8857820 8857820 79.91
8857820 8857820 82.7
8857821 8857821 78
8857822 8857822 78
8857823 8857823 80
8857823 8857823 82.82
8857824 8857824 81
8857825 8857825 79
8857826 8857826 79
8857826 8857826 78.7
8857826 8857826 78.91
8857827 8857827 78
8857827 8857827 77.7
8857828 8857828 79
8857829 8857829 76
8857829 8857829 77.7
8857829 8857829 79.82
8857829 8857829 77.91
8857830 8857830 81
8857831 8857831 78
8857831 8857831 75.7
8857831 8857831 77.7
8857831 8857831 76.7
8857832 8857832 81
8857832 8857832 80.86
8857832 8857832 81.82
8857832 8857832 80.96
8857832 8857832 80.7
8857832 8857832 80.86
8857832 8857832 79.7
8857832 8857832 80.7
8857832 8857832 81.43
8857833 8857833 82
8857833 8857833 82.86
8857834 8857834 80
8857834 8857834 80.86
8857834 8857834 81.82
8857834 8857834 82.82
8857834 8857834 80.91
8857834 8857834 80.7
8857834 8857834 81.7
8857834 8857834 82.43
8857834 8857834 NA
8857835 8857835 76
8857835 8857835 76.86
8857836 8857836 79
8857836 8857836 79.86
8857837 8857837 80
8857837 8857837 80.86
8857838 8857838 81
8857838 8857838 80.86
8857839 8857839 81.86
8857839 8857839 80
8857840 8857840 78
8857840 8857840 78.86
8857841 8857841 82
8857842 8857842 77.86
8857842 8857842 76.7
8857843 8857843 74
8857843 8857843 NA
8857843 8857843 79.7
8857843 8857843 78.7
8857844 8857844 80
8857845 8857845 78.86
8857846 8857846 81
8857847 8857847 80.86
8857847 8857847 82.82
8857847 8857847 81.82
8857848 8857848 78
8857849 8857849 81.86
8857849 8857849 79.7
8857849 8857849 78.96
8857850 8857850 80.86
8857850 8857850 79.7
8857850 8857850 79.91
8857850 8857850 80.61
8857851 8857851 75
8857852 8857852 83.86
8857853 8857853 79
8857853 8857853 80.82
8857854 8857854 80
8857855 8857855 77.86
8857856 8857856 84
8857857 8857857 79.86
8857857 8857857 79.7
8857858 8857858 76
8857858 8857858 76.7
8857858 8857858 77.91
8857859 8857859 77
8857860 8857860 80.86
8857861 8857861 83
8857862 8857862 80.86
8857862 8857862 80.96
8857862 8857862 80.7
8857862 8857862 81.86
8857863 8857863 78.86
8857864 8857864 83
8857865 8857865 78.86
8857865 8857865 79.91
8857865 8857865 80.7
8857866 8857866 75.86
8857866 8857866 74.91
8857866 8857866 76.7
8857866 8857866 77.7
8857866 8857866 76.61
8857867 8857867 77.86
8857868 8857868 79.86
8857868 8857868 79.7
8857868 8857868 79.96
8857869 8857869 77.86
8857869 8857869 74.91
8857869 8857869 77.61
8857869 8857869 NA
8857870 8857870 82.86
8857871 8857871 80.86
8857871 8857871 81.7
8857872 8857872 76.86
8857872 8857872 75.91
8857872 8857872 78.82
8857872 8857872 76.7
8857873 8857873 75.86
8857874 8857874 80.86
8857874 8857874 80.82
8857874 8857874 82.7
8857874 8857874 81.7
8857875 8857875 79.86
8857876 8857876 75.86
8857877 8857877 83.86
8857877 8857877 83.82
8857878 8857878 78.86
8857878 8857878 80.82
8857878 8857878 80.86
8857879 8857879 83.86
8857879 8857879 81.82
8857880 8857880 79.86
8857880 8857880 78.82
8857880 8857880 79.91
8857881 8857881 77.86
8857881 8857881 79.82
8857881 8857881 79.82
8857881 8857881 77.61
8857882 8857882 82.86
8857882 8857882 81.82
8857883 8857883 81.86
8857883 8857883 81.82
8857884 8857884 82.86
8857884 8857884 81.82
8857885 8857885 78.86
8857886 8857886 78.86
8857887 8857887 78.86
8857888 8857888 76.86
8857889 8857889 76.86
8857890 8857890 79.86
8857891 8857891 82.86
8857892 8857892 76.86
8857892 8857892 76.7
8857892 8857892 75.85
8857893 8857893 79.86
8857894 8857894 77.86
8857895 8857895 77.86
8857896 8857896 78.86
8857897 8857897 80.86
8857898 8857898 78.86
8857899 8857899 79.86
8857900 8857900 83.86
8857901 8857901 79.86
8857902 8857902 77.86
8857903 8857903 77.86
8857903 8857903 77.91
8857903 8857903 78.82
8857904 8857904 80.86
8857904 8857904 82.91
8857905 8857905 80.86
8857906 8857906 81.86
8857907 8857907 83.86
8857907 8857907 83.7
8857907 8857907 83.7
8857907 8857907 84.7
8857908 8857908 80.86
8857909 8857909 79.86
8857910 8857910 77.86
8857911 8857911 80.86
8857912 8857912 78.86
8857912 8857912 78.91
8857912 8857912 80.82
8857913 8857913 79.86
8857914 8857914 82.86
8857914 8857914 83.7
8857915 8857915 79.86
8857916 8857916 77.86
8857916 8857916 78.7
8857917 8857917 85.86
8857917 8857917 84.91
8857918 8857918 80.86
8857918 8857918 81.82
8857918 8857918 80.7
8857918 8857918 78.7
8857918 8857918 80.7
8857919 8857919 83.86
8857919 8857919 78.91
8857920 8857920 75.86
8857921 8857921 82.86
8857921 8857921 83.7
8857922 8857922 80.86
8857922 8857922 81.7
8857923 8857923 76.86
8857924 8857924 79.86
8857924 8857924 78.7
8857925 8857925 78.86
8857925 8857925 79.7
8857925 8857925 78.91
8857925 8857925 79.61
8857926 8857926 80.86
8857926 8857926 79.96
8857926 8857926 81.7
8857926 8857926 81.91
8857927 8857927 81.86
8857927 8857927 81.96
8857928 8857928 82.86
8857928 8857928 81.96
8857929 8857929 75.86
8857929 8857929 73.96
8857929 8857929 75.7
8857929 8857929 75.7
8857929 8857929 76.02
8857929 8857929 75.86
8857929 8857929 76.91
8857929 8857929 75.7
8857929 8857929 75.91
8857930 8857930 77.86
8857930 8857930 78.96
8857931 8857931 81.86
8857931 8857931 80.96
8857932 8857932 80.86
8857933 8857933 79.86
8857934 8857934 77.86
8857935 8857935 76.86
8857936 8857936 82.86
8857936 8857936 83.82
8857937 8857937 82.86
8857938 8857938 78.86
8857939 8857939 79.86
8857940 8857940 76.86
8857941 8857941 79.86
8857942 8857942 79.86
8857942 8857942 80.7
8857943 8857943 81.86
8857946 8857946 80.59
8857968 8857968 77.61
8857976 8857976 77.91
8857986 8857986 76.91
8857997 8857997 78.91
8866501 8866501 80.7
8866511 8866511 83.7
8866514 8866514 77.7
8866517 8866517 79.7
8866517 8866517 78.7
8866529 8866529 81.7
8866529 8866529 NA
8866532 8866532 78.7
8866532 8866532 80.7
8866541 8866541 75.96
8866542 8866542 82.96
8866542 8866542 83.91
8866545 8866545 78.7
8866545 8866545 81.7
8866548 8866548 82.86
8866550 8866550 80.91
8866563 8866563 78.96
8866571 8866571 78.96
8866571 8866571 78.7
8866572 8866572 76.96
8866575 8866575 84.96
8866575 8866575 82.7
8866575 8866575 83.91
8866585 8866585 80.7
8866601 8866601 78.85
8866601 8866601 81.91
8866607 8866607 78.86
8866610 8866610 79.96
8866610 8866610 79.86
8866610 8866610 79.7
8866610 8866610 80.86
8866616 8866616 82.91
8866617 8866617 81.91
8866621 8866621 77.7
8866625 8866625 78.82
8866628 8866628 75.7
8866633 8866633 79.7
8866633 8866633 79.86
8866633 8866633 79.96
8866636 8866636 78.91
8866643 8866643 81.7
8866647 8866647 79.7
8866648 8866648 79.96
8866648 8866648 79.86
8866648 8866648 78.7
8866653 8866653 79.91
8866656 8866656 75.82
8866658 8866658 76.86
8866658 8866658 75.7
8866658 8866658 76.61
8866663 8866663 80.82
8866664 8866664 77.7
8866664 8866664 81.02
8866664 8866664 80.7
8866670 8866670 81.7
8866670 8866670 82.86
8866670 8866670 83.7
8866676 8866676 79.7
8866681 8866681 81.7
8866700 8866700 84.7
8866701 8866701 81
8866710 8866710 80.7
8866710 8866710 79.92
8866710 8866710 NA
8866710 8866710 81.38
8866710 8866710 81.43
8866718 8866718 79.61
8866718 8866718 79.91
8866741 8866741 75.59
8866741 8866741 81.91
8866741 8866741 77.7
8866741 8866741 76.86
8866745 8866745 82.86
8866745 8866745 80.7
8866751 8866751 81.86
8866752 8866752 79.86
8866754 8866754 81.86
8866754 8866754 83
8866754 8866754 82.91
8866754 8866754 83.57
8866754 8866754 83.43
8866754 8866754 83
8866773 8866773 81.61
8866773 8866773 79.7
8866779 8866779 79.61
8866779 8866779 77.86
8866786 8866786 80
8866786 8866786 79.7
8866789 8866789 80.59
8866789 8866789 80.86
8866789 8866789 79
8866789 8866789 81.91
8866789 8866789 80.91
8866789 8866789 82.43
8866789 8866789 NA
8866789 8866789 80.86
8866789 8866789 81.03
8866789 8866789 79.07
8866789 8866789 81.86
8866790 8866790 81
8866790 8866790 82.96
8866791 8866791 80
8866792 8866792 80
8866792 8866792 81
8866792 8866792 79.7
8866795 8866795 79
8866795 8866795 78.61
8866799 8866799 79.91
8866800 8866800 76.91
8866802 8866802 78.7
8866802 8866802 77.91
8866802 8866802 77.61
8866802 8866802 79.7
8866804 8866804 77.82
8866805 8866805 78.82
8866813 8866813 79.86
8866817 8866817 80.82
8866818 8866818 76.7
8866819 8866819 77.61
8866822 8866822 77.82
8866822 8866822 78.91
8866822 8866822 76.85
8866822 8866822 75.91
8866822 8866822 79.91
8866822 8866822 79.62
8866822 8866822 79.91
8866822 8866822 78.91
8866824 8866824 77.7
8866828 8866828 81.82
8866830 8866830 81.82
8866831 8866831 78.91
8866833 8866833 77.7
8866833 8866833 78.86
8866834 8866834 78.7
8866837 8866837 77.91
8866838 8866838 80.91
8866840 8866840 81.82
8866841 8866841 82.86
8866841 8866841 82.91
8866841 8866841 83.91
8866841 8866841 82.7
8866842 8866842 77.91
8866842 8866842 77.85
8866842 8866842 80.91
8866842 8866842 79.91
8866843 8866843 82.82
8866843 8866843 83.7
8866844 8866844 81.82
8866844 8866844 80.82
8866845 8866845 76.82
8866846 8866846 74.91
8866846 8866846 76
8866847 8866847 79.91
8866847 8866847 79.7
8866847 8866847 79
8866848 8866848 78.82
8866848 8866848 77.91
8866848 8866848 79.82
8866848 8866848 78.7
8866848 8866848 78.86
8866851 8866851 77.91
8866852 8866852 76.61
8866852 8866852 78.91
8866860 8866860 80.7
8866860 8866860 81.91
8866863 8866863 81.82
8866863 8866863 82.91
8866863 8866863 NA
8866865 8866865 79.91
8866866 8866866 79.82
8866868 8866868 81.82
8866868 8866868 80.82
8866869 8866869 79.86
8866872 8866872 84.91
8866874 8866874 82.82
8866874 8866874 84.7
8866874 8866874 78.7
8866874 8866874 83
8866874 8866874 84.91
8866882 8866882 78
8866882 8866882 76.61
8866882 8866882 78
8866883 8866883 79.91
8866883 8866883 78.91
8866883 8866883 82.91
8866883 8866883 79.85
8866883 8866883 80
8866883 8866883 82.7
8866884 8866884 78.91
8866884 8866884 79.91
8866886 8866886 79.91
8866887 8866887 83.91
8866887 8866887 83.7
8866887 8866887 84.91
8866887 8866887 81.85
8866887 8866887 82.7
8866888 8866888 78.7
8866889 8866889 82.91
8866889 8866889 82
8866889 8866889 83.91
8866889 8866889 82.7
8866889 8866889 84.04
8866889 8866889 82.91
8866889 8866889 83.91
8866889 8866889 82.85
8866889 8866889 83.86
8866889 8866889 84.86
8866891 8866891 79.91
8866893 8866893 77.91
8866896 8866896 76.91
8866897 8866897 78.7
8866899 8866899 75.7
8866900 8866900 78.7
8866901 8866901 76.7
8866912 8866912 80.7
8866912 8866912 79.7
8866912 8866912 79.91
8866918 8866918 80
8866923 8866923 79.7
8866923 8866923 79.91
8866923 8866923 80.7
8866923 8866923 81.7
8866924 8866924 75.7
8866924 8866924 78.7
8866924 8866924 78.7
8866924 8866924 77.91
8866924 8866924 76.85
8866924 8866924 NA
8866924 8866924 77.85
8866927 8866927 76.7
8866929 8866929 82.7
8866929 8866929 81.7
8866933 8866933 80.7
8866938 8866938 82.7
8866944 8866944 79.7
8866944 8866944 80.7
8866947 8866947 81.7
8866947 8866947 82.86
8866950 8866950 84.7
8866950 8866950 82.7
8866950 8866950 81.85
8866950 8866950 83.85
8866950 8866950 83.85
8866950 8866950 83.35
8866952 8866952 81.7
8866952 8866952 79.7
8866968 8866968 80.7
8866968 8866968 77.7
8866980 8866980 80.7
8866980 8866980 80.91
8866985 8866985 80.7
8866987 8866987 84.91
8866992 8866992 80.82
8866994 8866994 82.82
8866996 8866996 80.91
8866996 8866996 80.91
8866998 8866998 80.91
8866999 8866999 80.7
8887002 8887002 77.96
8887002 8887002 78.7
8887002 8887002 77.86
8887002 8887002 72.61
8887002 8887002 NA
8887002 8887002 79.02
8887002 8887002 79.7
8887004 8887004 80.91
8887004 8887004 80.61
8887005 8887005 78.91
8887005 8887005 81.82
8887005 8887005 80.7
8887006 8887006 83.91
8887006 8887006 83.86
8887006 8887006 80.7
8887008 8887008 73.85
8887008 8887008 75.91
8887009 8887009 79.82
8887012 8887012 83.82
8887014 8887014 76.85
8887014 8887014 79.91
8887018 8887018 76.7
8887019 8887019 81.91
8887020 8887020 78.82
8887021 8887021 76.7
8887022 8887022 80.86
8887023 8887023 77.7
8887024 8887024 78.86
8887025 8887025 75.7
8887026 8887026 85.7
8887027 8887027 84.7
8887028 8887028 83.86
8887029 8887029 80.02
8887029 8887029 81.7
8887030 8887030 84.7
8887030 8887030 79.7
8887033 8887033 73.61
8887033 8887033 78.7
8887035 8887035 80.86
8887036 8887036 82.91
8887042 8887042 75.91
8887046 8887046 79.82
8887047 8887047 79.91
8887047 8887047 79.91
8887047 8887047 78.91
8887047 8887047 79
8887047 8887047 79.61
8887052 8887052 80.82
8887055 8887055 76.61
8887055 8887055 76.91
8887055 8887055 75.91
8887055 8887055 79.7
8887055 8887055 NA
8887055 8887055 78.91
8887055 8887055 80.7
8887055 8887055 74.7
8887055 8887055 79.89
8887055 8887055 78.91
8887055 8887055 NA
8887057 8887057 78.91
8887057 8887057 NA
8887061 8887061 77.7
8887062 8887062 78.7
8887063 8887063 80.7
8887063 8887063 79.91
8887063 8887063 81.7
8887064 8887064 82.7
8887065 8887065 78
8887065 8887065 77.61
8887066 8887066 82
8887066 8887066 81.61
8887067 8887067 78.7
8887068 8887068 77.7
8887069 8887069 77.61
8887069 8887069 80.7
8887070 8887070 79
8887071 8887071 78.7
8887072 8887072 80
8887073 8887073 78.61
8887074 8887074 80.7
8887075 8887075 81
8887075 8887075 80.7
8887075 8887075 80.61
8887075 8887075 81.91
8887075 8887075 82.91
8887075 8887075 80.59
8887076 8887076 79
8887076 8887076 78.61
8887077 8887077 80.61
8887077 8887077 80
8887078 8887078 79.61
8887079 8887079 78.7
