FID IID thr_wing
8M31365 8M31365 78.38
8M31370 8M31370 80.09
8M31370 8M31370 81
8M31370 8M31370 82.85
8M31372 8M31372 NA
8M31372 8M31372 84.09
8M31372 8M31372 83.43
8M31374 8M31374 79.41
8M31374 8M31374 79.31
8M31374 8M31374 81.03
8M31379 8M31379 NA
8M31382 8M31382 78.31
8M31382 8M31382 80
8M31382 8M31382 79.41
8M31382 8M31382 79.43
8M31382 8M31382 79.09
8M31385 8M31385 79.03
8M31385 8M31385 79.41
8M31385 8M31385 76.09
8M31385 8M31385 78.92
8M31398 8M31398 76.38
8M31398 8M31398 77.41
8M31420 8M31420 76.03
8M31421 8M31421 78.35
8M31426 8M31426 80.38
8M31426 8M31426 80.31
8M31426 8M31426 81.18
8M31426 8M31426 83
8M31426 8M31426 81.03
8M31433 8M31433 83.38
8M31433 8M31433 82.41
8M31433 8M31433 82.09
8M31435 8M31435 78.41
8M31435 8M31435 79.09
8M31438 8M31438 80.38
8M31438 8M31438 78.35
8M31438 8M31438 79.09
8M31444 8M31444 81.38
8M31444 8M31444 80.31
8M31445 8M31445 80.38
8M31445 8M31445 80.43
8M31452 8M31452 NA
8M31452 8M31452 80.09
8M31452 8M31452 80
8M31452 8M31452 80.31
8M31452 8M31452 NA
8M31452 8M31452 80.85
8M31452 8M31452 79.71
8M31452 8M31452 81.86
8M31452 8M31452 NA
8M31452 8M31452 80.43
8M31452 8M31452 NA
8M31468 8M31468 78.35
8M31468 8M31468 80.85
8M31476 8M31476 NA
8M31476 8M31476 78
8M31476 8M31476 78.41
8M31476 8M31476 80.43
8M31476 8M31476 80.05
8M31476 8M31476 81.23
8M31480 8M31480 NA
8M31480 8M31480 76.09
8M31480 8M31480 77.31
8M31480 8M31480 77
8M31483 8M31483 79.41
8M31484 8M31484 82.31
8M31484 8M31484 83
8M31484 8M31484 83.41
8M31484 8M31484 82.31
8M31484 8M31484 82.31
8M31485 8M31485 80.43
8M31485 8M31485 81.85
8M31495 8M31495 80.38
8M31495 8M31495 80.86
8M31495 8M31495 80.31
8M31497 8M31497 81.38
8M31497 8M31497 NA
8M31497 8M31497 79.41
8M31497 8M31497 80.86
8M31503 8M31503 77.41
8M31503 8M31503 77.85
8M31504 8M31504 81.38
8M31504 8M31504 79.86
8M31507 8M31507 81.38
8M31507 8M31507 79.35
8M31507 8M31507 NA
8M31507 8M31507 NA
8M31508 8M31508 82.41
8M31509 8M31509 81.85
8M31516 8M31516 82.41
8M31522 8M31522 76.03
8M31522 8M31522 77.71
8M31522 8M31522 77.86
8M31524 8M31524 75.85
8M31524 8M31524 NA
8M31525 8M31525 78.43
8M31526 8M31526 80.38
8M31527 8M31527 NA
8M31532 8M31532 82.85
8M31541 8M31541 84.43
8M31542 8M31542 76.38
8M31542 8M31542 75.31
8M31543 8M31543 80.38
8M31543 8M31543 80.43
8M31544 8M31544 80.85
8M31544 8M31544 83.38
8M31544 8M31544 81.43
8M31545 8M31545 77.38
8M31546 8M31546 79.09
8M31547 8M31547 78.38
8M31548 8M31548 83.38
8M31548 8M31548 NA
8M31550 8M31550 78.38
8M31550 8M31550 78.71
8M31550 8M31550 76.09
8M31550 8M31550 78.03
8M31550 8M31550 NA
8M31550 8M31550 77.5
8M31550 8M31550 77.5
8M31551 8M31551 80.38
8M31551 8M31551 80.41
8M31552 8M31552 76.43
8M31554 8M31554 78.38
8M31554 8M31554 77.09
8M31554 8M31554 77
8M31554 8M31554 77.31
8M31554 8M31554 78.43
8M31562 8M31562 73.86
8M31562 8M31562 73.41
8M31562 8M31562 79.85
8M31581 8M31581 81.86
8M31581 8M31581 80.41
8M31581 8M31581 81.43
8M31583 8M31583 82.41
8M31583 8M31583 81.09
8M31591 8M31591 78.38
8M31602 8M31602 NA
8M31602 8M31602 NA
8M31602 8M31602 81
8M31605 8M31605 82.29
8M31605 8M31605 84.85
8M31622 8M31622 82.35
8M31625 8M31625 78.29
8M31627 8M31627 81.38
8M31627 8M31627 81.03
8M31627 8M31627 80.09
8M31632 8M31632 80.35
8M31634 8M31634 83.38
8M31634 8M31634 82.31
8M31637 8M31637 80.03
8M31637 8M31637 NA
8M31637 8M31637 NA
8M31637 8M31637 78.43
8M31640 8M31640 82.03
8M31640 8M31640 NA
8M31640 8M31640 NA
8M31640 8M31640 84.71
8M31640 8M31640 82.62
8M31640 8M31640 82.86
8M31641 8M31641 82.38
8M31641 8M31641 81.03
8M31641 8M31641 NA
8M31641 8M31641 82.86
8M31643 8M31643 80.31
8M31643 8M31643 81
8M31644 8M31644 82.09
8M31644 8M31644 81
8M31645 8M31645 78.31
8M31645 8M31645 80
8M31647 8M31647 79
8M31647 8M31647 80.86
8M31647 8M31647 80.97
8M31648 8M31648 77.09
8M31648 8M31648 79
8M31649 8M31649 80.09
8M31649 8M31649 80
8M31650 8M31650 80.31
8M31650 8M31650 81
8M31650 8M31650 83.03
8M31651 8M31651 80
8M31651 8M31651 81.97
8M31651 8M31651 83.43
8M31651 8M31651 82.73
8M31651 8M31651 82.73
8M31652 8M31652 76.31
8M31652 8M31652 78
8M31653 8M31653 78.09
8M31653 8M31653 80
8M31653 8M31653 80.86
8M31653 8M31653 81.29
8M31653 8M31653 79.86
8M31654 8M31654 80.85
8M31655 8M31655 77.85
8M31656 8M31656 79.85
8M31656 8M31656 82.97
8M31656 8M31656 81.86
8M31657 8M31657 78.85
8M31657 8M31657 79.35
8M31658 8M31658 81.85
8M31659 8M31659 78.85
8M31660 8M31660 82.85
8M31661 8M31661 77.85
8M31662 8M31662 80.85
8M31663 8M31663 81.85
8M31664 8M31664 81.85
8M31665 8M31665 77.85
8M31666 8M31666 77.85
8M31667 8M31667 77.85
8M31668 8M31668 77.85
8M31669 8M31669 81.85
8M31669 8M31669 82.35
8M31670 8M31670 77.85
8M31671 8M31671 76.85
8M31672 8M31672 77.85
8M31673 8M31673 82.85
8M31674 8M31674 77.85
8M31674 8M31674 77.29
8M31675 8M31675 83.85
8M31676 8M31676 78.85
8M31677 8M31677 77.85
8M31678 8M31678 82.85
8M31679 8M31679 77.85
8M31680 8M31680 76.85
8M31681 8M31681 77.85
8M31682 8M31682 80.85
8M31683 8M31683 81.85
8M31684 8M31684 80.85
8M31685 8M31685 80.85
8M31685 8M31685 81.29
8M31686 8M31686 81.85
8M31687 8M31687 80.85
8M31687 8M31687 82.29
8M31687 8M31687 82.86
8M31688 8M31688 79.85
8M31689 8M31689 75.85
8M31689 8M31689 77.97
8M31690 8M31690 76.85
8M31691 8M31691 78.85
8M31692 8M31692 77.85
8M31693 8M31693 77.85
8M31694 8M31694 77.85
8M31695 8M31695 78.85
8M31696 8M31696 83.85
8M31697 8M31697 77.85
8M31698 8M31698 77.85
8M31699 8M31699 78.85
8M31700 8M31700 80.85
8M31700 8M31700 79.85
8M31704 8M31704 84.43
8M31704 8M31704 85.31
8M31706 8M31706 79.41
8M31706 8M31706 70.85
8M31711 8M31711 76.38
8M31711 8M31711 75.85
8M31711 8M31711 NA
8M31712 8M31712 NA
8M31713 8M31713 77.38
8M31716 8M31716 77.38
8M31716 8M31716 76.09
8M31717 8M31717 75.03
8M31717 8M31717 78.43
8M31737 8M31737 NA
8M31739 8M31739 77
8M31747 8M31747 80.38
8M31756 8M31756 81.38
8M31756 8M31756 80.09
8M31756 8M31756 80.31
8M31758 8M31758 80.85
8M31758 8M31758 81
8M31760 8M31760 80.85
8M31761 8M31761 81.85
8M31762 8M31762 77.85
8M31763 8M31763 77.85
8M31764 8M31764 77.85
8M31764 8M31764 79.86
8M31764 8M31764 80.97
8M31764 8M31764 80.71
8M31765 8M31765 77.85
8M31765 8M31765 78.86
8M31765 8M31765 78.97
8M31766 8M31766 78.85
8M31766 8M31766 76.41
8M31767 8M31767 76.85
8M31768 8M31768 79.85
8M31768 8M31768 80.86
8M31768 8M31768 81.71
8M31769 8M31769 80.85
8M31769 8M31769 81.86
8M31769 8M31769 82.97
8M31769 8M31769 81.86
8M31769 8M31769 NA
8M31770 8M31770 78.85
8M31770 8M31770 79.29
8M31770 8M31770 78.86
8M31771 8M31771 81.85
8M31771 8M31771 82.41
8M31772 8M31772 78.85
8M31773 8M31773 79.85
8M31774 8M31774 79.85
8M31774 8M31774 80.86
8M31775 8M31775 77.85
8M31776 8M31776 76.85
8M31776 8M31776 77.03
8M31777 8M31777 76.85
8M31777 8M31777 78.03
8M31778 8M31778 78.85
8M31778 8M31778 80.71
8M31778 8M31778 81.86
8M31778 8M31778 79.86
8M31779 8M31779 81.85
8M31780 8M31780 80.85
8M31780 8M31780 81.41
8M31781 8M31781 77.85
8M31781 8M31781 79.71
8M31781 8M31781 78.86
8M31781 8M31781 78.92
8M31782 8M31782 81.85
8M31783 8M31783 78.85
8M31784 8M31784 79.85
8M31784 8M31784 80.86
8M31784 8M31784 81.71
8M31784 8M31784 79.41
8M31785 8M31785 80.85
8M31785 8M31785 83.03
8M31785 8M31785 79.97
8M31786 8M31786 80.85
8M31787 8M31787 78.85
8M31788 8M31788 78.85
8M31789 8M31789 76.85
8M31789 8M31789 78.71
8M31790 8M31790 77.85
8M31791 8M31791 81.85
8M31791 8M31791 83.86
8M31791 8M31791 83.29
8M31792 8M31792 79.85
8M31792 8M31792 80.86
8M31792 8M31792 81.29
8M31793 8M31793 77.85
8M31793 8M31793 79.86
8M31793 8M31793 79.86
8M31793 8M31793 79.86
8M31793 8M31793 80.92
8M31794 8M31794 77.85
8M31794 8M31794 78.43
8M31795 8M31795 77.85
8M31795 8M31795 80.03
8M31796 8M31796 77.85
8M31797 8M31797 76.85
8M31797 8M31797 79.86
8M31798 8M31798 80.85
8M31798 8M31798 83.97
8M31799 8M31799 81.85
8M31800 8M31800 78.85
8M31801 8M31801 76.85
8M31802 8M31802 77.85
8M31803 8M31803 80.85
8M31804 8M31804 77.85
8M31804 8M31804 79.97
8M31805 8M31805 76.85
8M31805 8M31805 77.97
8M31806 8M31806 79.85
8M31806 8M31806 80.86
8M31806 8M31806 80.97
8M31807 8M31807 78.85
8M31808 8M31808 76.85
8M31808 8M31808 76.86
8M31808 8M31808 75.97
8M31809 8M31809 80.85
8M31809 8M31809 82.97
8M31810 8M31810 79.85
8M31811 8M31811 78.85
8M31812 8M31812 76.85
8M31812 8M31812 79.35
8M31813 8M31813 76.85
8M31814 8M31814 82.85
8M31815 8M31815 80.85
8M31815 8M31815 82.97
8M31815 8M31815 82.35
8M31816 8M31816 77.85
8M31817 8M31817 78.85
8M31818 8M31818 80.85
8M31819 8M31819 75.85
8M31820 8M31820 81.85
8M31820 8M31820 84.92
8M31821 8M31821 83.85
8M31821 8M31821 84.71
8M31822 8M31822 83.85
8M31822 8M31822 85.71
8M31823 8M31823 77.85
8M31823 8M31823 80.03
8M31824 8M31824 80.85
8M31824 8M31824 83.71
8M31824 8M31824 80.35
8M31825 8M31825 80.85
8M31825 8M31825 80.85
8M31825 8M31825 80.86
8M31825 8M31825 81.73
8M31826 8M31826 79.85
8M31826 8M31826 81.85
8M31826 8M31826 82.71
8M31827 8M31827 76.85
8M31828 8M31828 80.85
8M31828 8M31828 80.85
8M31828 8M31828 80.86
8M31829 8M31829 80.85
8M31830 8M31830 78.85
8M31831 8M31831 80.85
8M31832 8M31832 76.85
8M31833 8M31833 76.85
8M31833 8M31833 78.97
8M31834 8M31834 77.85
8M31835 8M31835 78.85
8M31836 8M31836 76.85
8M31837 8M31837 80.85
8M31838 8M31838 77.97
8M31839 8M31839 76.86
8M31839 8M31839 78.71
8M31839 8M31839 NA
8M31839 8M31839 75.35
8M31844 8M31844 NA
8M31862 8M31862 77.03
8M31863 8M31863 77.03
8M31863 8M31863 76.09
8M31865 8M31865 77.71
8M31865 8M31865 78.03
8M31865 8M31865 79.43
8M31865 8M31865 79.05
8M31869 8M31869 78.31
8M31869 8M31869 78.71
8M31869 8M31869 79.43
8M31869 8M31869 78.62
8M31869 8M31869 79.43
8M31869 8M31869 79.05
8M31869 8M31869 78.09
8M31869 8M31869 NA
8M31869 8M31869 80.92
8M31872 8M31872 78.03
8M31872 8M31872 76.85
8M31872 8M31872 76.31
8M31873 8M31873 82.03
8M31874 8M31874 77.03
8M31874 8M31874 78
8M31874 8M31874 77.31
8M31874 8M31874 78.09
8M31875 8M31875 83.03
8M31903 8M31903 77.35
8M31904 8M31904 79.86
8M31904 8M31904 79.35
8M31905 8M31905 79.86
8M31905 8M31905 80.35
8M31905 8M31905 80.97
8M31905 8M31905 82.86
8M31906 8M31906 81.86
8M31906 8M31906 80.97
8M31906 8M31906 81.86
8M31907 8M31907 81.35
8M31907 8M31907 81.86
8M31907 8M31907 81.85
8M31908 8M31908 79.86
8M31908 8M31908 78.35
8M31908 8M31908 78.85
8M31908 8M31908 78.71
8M31909 8M31909 78.35
8M31909 8M31909 78.86
8M31909 8M31909 79.71
8M31910 8M31910 81.86
8M31911 8M31911 81.86
8M31911 8M31911 82.29
8M31911 8M31911 81.86
8M31912 8M31912 77.86
8M31913 8M31913 77.35
8M31913 8M31913 76.85
8M31914 8M31914 81.86
8M31914 8M31914 NA
8M31915 8M31915 84.86
8M31915 8M31915 85.97
8M31915 8M31915 84.86
8M31916 8M31916 81.35
8M31917 8M31917 78.35
8M31918 8M31918 79.86
8M31919 8M31919 79.35
8M31920 8M31920 79.35
8M31921 8M31921 79.86
8M31921 8M31921 79.97
8M31921 8M31921 80.86
8M31921 8M31921 NA
8M31921 8M31921 80.71
8M31922 8M31922 79.85
8M31922 8M31922 79
8M31922 8M31922 80.09
8M31922 8M31922 78.31
8M31922 8M31922 81.09
8M31922 8M31922 81.09
8M31923 8M31923 76.85
8M31923 8M31923 77.31
8M31923 8M31923 NA
8M31924 8M31924 76.85
8M31925 8M31925 79.85
8M31926 8M31926 76.85
8M31926 8M31926 78
8M31926 8M31926 78.09
8M31926 8M31926 75.41
8M31926 8M31926 76.09
8M31926 8M31926 78.31
8M31926 8M31926 NA
8M31927 8M31927 80.85
8M31927 8M31927 80.85
8M31927 8M31927 78.43
8M31928 8M31928 77.85
8M31928 8M31928 78.03
8M31928 8M31928 77.31
8M31928 8M31928 77
8M31928 8M31928 79.09
8M31928 8M31928 78.35
8M31935 8M31935 78.38
8M31936 8M31936 80.38
8M31936 8M31936 78.09
8M31937 8M31937 76.38
8M31938 8M31938 81.38
8M31938 8M31938 77.41
8M31939 8M31939 83.38
8M31939 8M31939 81.35
8M31939 8M31939 82.43
8M31939 8M31939 82.09
8M31940 8M31940 80.38
8M31940 8M31940 82.31
8M31940 8M31940 81.09
8M31940 8M31940 80
8M31941 8M31941 79.38
8M31941 8M31941 79.31
8M31941 8M31941 79
8M31941 8M31941 79.09
8M31941 8M31941 79.85
8M31943 8M31943 80.38
8M31943 8M31943 80.43
8M31943 8M31943 82.71
8M31943 8M31943 79.09
8M31944 8M31944 78.38
8M31945 8M31945 82.31
8M31945 8M31945 NA
8M31953 8M31953 80.38
8M31954 8M31954 79.38
8M31968 8M31968 79.38
8M31968 8M31968 78.09
8M31968 8M31968 78.31
8M31968 8M31968 79.31
8M31969 8M31969 82.38
8M31970 8M31970 82.38
8M31970 8M31970 82.85
8M31973 8M31973 78.09
8M31993 8M31993 77.86
8M31993 8M31993 78.71
8M31995 8M31995 80.86
8M31995 8M31995 NA
8M31995 8M31995 80.71
8M31997 8M31997 80.86
8M31997 8M31997 NA
8M31997 8M31997 NA
8M43110 8M43110 81.05
8M44572 8M44572 81.71
8M47347 8M47347 80.73
8M47383 8M47383 76.23
8M47385 8M47385 78.23
8M47390 8M47390 76.23
8M47391 8M47391 79.23
8M47393 8M47393 77.23
8M47407 8M47407 79.23
8M47408 8M47408 76.73
8M47408 8M47408 76.73
8M47414 8M47414 79.23
8M47415 8M47415 77.73
8M47430 8M47430 81.23
8M47443 8M47443 77.23
8M47444 8M47444 79.73
8M47452 8M47452 NA
8M47456 8M47456 80.23
8M47466 8M47466 80.23
8M47467 8M47467 79.23
8M47468 8M47468 77.73
8M47469 8M47469 75.73
8M47470 8M47470 79.23
8M47471 8M47471 78.23
8M47472 8M47472 77.73
8M47473 8M47473 78.23
8M47484 8M47484 82.73
8M47486 8M47486 81.23
8M47487 8M47487 81.23
8M47488 8M47488 79.23
8M47489 8M47489 77.23
8M47490 8M47490 79.23
8M47491 8M47491 83.23
8M47492 8M47492 82.73
8M47493 8M47493 80.23
8M47495 8M47495 82.73
8M47496 8M47496 76.73
8M47497 8M47497 81.23
8M47498 8M47498 80.73
8M47499 8M47499 79.23
8M47500 8M47500 80.73
8M47501 8M47501 81.73
8M47502 8M47502 81.23
8M47507 8M47507 77.73
8M47511 8M47511 75.23
8M47514 8M47514 78.73
8M47515 8M47515 81.73
8M47518 8M47518 79.73
8M47519 8M47519 78.23
8M47521 8M47521 78.23
8M47523 8M47523 81.23
8M47524 8M47524 81.73
8M47525 8M47525 82.73
8M71001 8M71001 80.71
8M71002 8M71002 77.06
8M71002 8M71002 81.71
8M71003 8M71003 80.06
8M71003 8M71003 82.71
8M71004 8M71004 78.06
8M71005 8M71005 81.06
8M71006 8M71006 72.06
8M71007 8M71007 78.06
8M71009 8M71009 79.06
8M71013 8M71013 81.06
8M71013 8M71013 81.06
8M71014 8M71014 83.06
8M71015 8M71015 82.06
8M71017 8M71017 80.06
8M71019 8M71019 78.06
8M71023 8M71023 80.06
8M71024 8M71024 74.06
8M71029 8M71029 80.06
8M71031 8M71031 80.06
8M71035 8M71035 80.06
8M71036 8M71036 83.06
8M71037 8M71037 81.06
8M71038 8M71038 84.06
8M71039 8M71039 77.06
8M71040 8M71040 80.06
8M71041 8M71041 82.06
8M71042 8M71042 82.06
8M71043 8M71043 82.06
8M71044 8M71044 78.06
8M71045 8M71045 77.06
8M71046 8M71046 77.06
8M71047 8M71047 75.06
8M71049 8M71049 78.06
8M71049 8M71049 75.06
8M71054 8M71054 78.06
8M71054 8M71054 NA
8M71055 8M71055 82.06
8M71057 8M71057 76.06
8M71060 8M71060 78.09
8M71061 8M71061 82.31
8M71061 8M71061 81.09
8M71061 8M71061 81.03
8M71073 8M71073 79.35
8M71073 8M71073 79.43
8M71073 8M71073 76.71
8M71073 8M71073 80.43
8M71073 8M71073 81.62
8M71073 8M71073 80.92
8M71074 8M71074 80.43
8M71074 8M71074 80.62
8M71077 8M71077 82.31
8M71079 8M71079 79.07
8M71084 8M71084 79.97
8M71085 8M71085 82.09
8M71085 8M71085 82.31
8M71085 8M71085 84.03
8M71086 8M71086 78.43
8M71089 8M71089 81.43
8M71092 8M71092 80.43
8M71097 8M71097 80.09
8M71097 8M71097 NA
8M71097 8M71097 83
8M71098 8M71098 83.71
8M71098 8M71098 83.86
8M71098 8M71098 82.43
8M71098 8M71098 81.71
8M71100 8M71100 80.43
8M71101 8M71101 80.43
8M71102 8M71102 78.29
8M71104 8M71104 84.29
8M71105 8M71105 78.43
8M71105 8M71105 77
8M71106 8M71106 80.43
8M71106 8M71106 81
8M71106 8M71106 81.73
8M71106 8M71106 NA
8M71107 8M71107 78.29
8M71107 8M71107 77.97
8M71108 8M71108 79.43
8M71108 8M71108 79.73
8M71108 8M71108 NA
8M71108 8M71108 80.92
8M71108 8M71108 81.05
8M71109 8M71109 86.29
8M71110 8M71110 79.43
8M71111 8M71111 81.43
8M71112 8M71112 82.29
8M71113 8M71113 78.43
8M71114 8M71114 83.29
8M71115 8M71115 78.43
8M71116 8M71116 79.43
8M71117 8M71117 78.29
8M71118 8M71118 81.43
8M71119 8M71119 82.35
8M71120 8M71120 82.29
8M71120 8M71120 81
8M71120 8M71120 83.05
8M71121 8M71121 81.43
8M71122 8M71122 79.35
8M71123 8M71123 82.43
8M71124 8M71124 83.29
8M71125 8M71125 79.35
8M71125 8M71125 81
8M71125 8M71125 81.92
8M71126 8M71126 75.35
8M71127 8M71127 80.43
8M71128 8M71128 83.29
8M71129 8M71129 77.43
8M71130 8M71130 84.43
8M71131 8M71131 86.29
8M71132 8M71132 81.43
8M71133 8M71133 78.43
8M71134 8M71134 83.29
8M71135 8M71135 80.43
8M71136 8M71136 82.43
8M71137 8M71137 82.29
8M71138 8M71138 79.43
8M71139 8M71139 81.29
8M71140 8M71140 82.43
8M71141 8M71141 79.43
8M71141 8M71141 79.73
8M71142 8M71142 80.43
8M71143 8M71143 81.29
8M71144 8M71144 77.43
8M71145 8M71145 79.71
8M71146 8M71146 78.29
8M71147 8M71147 80.43
8M71148 8M71148 83.35
8M71149 8M71149 81.71
8M71150 8M71150 82.43
8M71151 8M71151 77.35
8M71151 8M71151 81.97
8M71151 8M71151 80.92
8M71152 8M71152 83.29
8M71152 8M71152 82
8M71152 8M71152 82.86
8M71152 8M71152 82.92
8M71152 8M71152 82.05
8M71153 8M71153 82.43
8M71153 8M71153 82
8M71153 8M71153 81.86
8M71153 8M71153 82.47
8M71153 8M71153 83.92
8M71154 8M71154 79.29
8M71155 8M71155 79.43
8M71156 8M71156 80.43
8M71157 8M71157 80.29
8M71157 8M71157 79.97
8M71157 8M71157 81.05
8M71157 8M71157 81.92
8M71157 8M71157 82.05
8M71158 8M71158 81.43
8M71158 8M71158 81
8M71159 8M71159 81.35
8M71160 8M71160 77.29
8M71161 8M71161 79.71
8M71162 8M71162 78.35
8M71162 8M71162 81.97
8M71162 8M71162 79.47
8M71162 8M71162 80.86
8M71162 8M71162 80.23
8M71163 8M71163 81.43
8M71164 8M71164 80.71
8M71165 8M71165 80.86
8M71166 8M71166 80.86
8M71167 8M71167 76.35
8M71167 8M71167 78.05
8M71168 8M71168 79.43
8M71169 8M71169 81.29
8M71170 8M71170 82.29
8M71171 8M71171 80.29
8M71172 8M71172 79.29
8M71173 8M71173 77.29
8M71174 8M71174 78.29
8M71175 8M71175 82.06
8M71176 8M71176 77.06
8M71177 8M71177 73.06
8M71178 8M71178 80.06
8M71179 8M71179 76.06
8M71180 8M71180 76.06
8M71181 8M71181 77.06
8M71182 8M71182 78.06
8M71183 8M71183 77.06
8M71183 8M71183 81.73
8M71183 8M71183 81.09
8M71183 8M71183 NA
8M71184 8M71184 77.06
8M71185 8M71185 81.06
8M71186 8M71186 82.06
8M71187 8M71187 77.06
8M71187 8M71187 78.97
8M71188 8M71188 79.06
8M71188 8M71188 82.97
8M71188 8M71188 79.09
8M71189 8M71189 77.06
8M71189 8M71189 79.97
8M71190 8M71190 79.06
8M71191 8M71191 80.06
8M71191 8M71191 82.71
8M71192 8M71192 79.06
8M71193 8M71193 75.06
8M71193 8M71193 81.29
8M71193 8M71193 79.71
8M71194 8M71194 77.06
8M71194 8M71194 80.71
8M71195 8M71195 75.06
8M71195 8M71195 79.71
8M71196 8M71196 79.06
8M71196 8M71196 81.71
8M71197 8M71197 75.06
8M71197 8M71197 78.71
8M71198 8M71198 78.06
8M71198 8M71198 81.71
8M71199 8M71199 81.06
8M71199 8M71199 84.71
8M71200 8M71200 76.06
8M71201 8M71201 77.71
8M71201 8M71201 77.71
8M71201 8M71201 71.03
8M71204 8M71204 78.31
8M71205 8M71205 78.41
8M71205 8M71205 78.31
8M71205 8M71205 78.85
8M71205 8M71205 78.43
8M71205 8M71205 80.71
8M71206 8M71206 80.41
8M71206 8M71206 81.09
8M71206 8M71206 82.31
8M71208 8M71208 77.71
8M71208 8M71208 75.09
8M71210 8M71210 76.31
8M71212 8M71212 77.43
8M71212 8M71212 77.09
8M71216 8M71216 NA
8M71220 8M71220 82.71
8M71227 8M71227 81.71
8M71231 8M71231 80.71
8M71231 8M71231 79.62
8M71231 8M71231 80.03
8M71231 8M71231 80.43
8M71237 8M71237 NA
8M71238 8M71238 76.31
8M71238 8M71238 81.43
8M71238 8M71238 81.05
8M71247 8M71247 81.31
8M71250 8M71250 81.71
8M71250 8M71250 81.86
8M71250 8M71250 80.43
8M71253 8M71253 80.41
8M71254 8M71254 81.43
8M71256 8M71256 82.41
8M71256 8M71256 83.85
8M71257 8M71257 78.43
8M71257 8M71257 79.43
8M71257 8M71257 80.05
8M71257 8M71257 79
8M71257 8M71257 79.09
8M71257 8M71257 NA
8M71257 8M71257 81
8M71258 8M71258 79.86
8M71258 8M71258 80.71
8M71266 8M71266 82.41
8M71268 8M71268 80.41
8M71268 8M71268 79.85
8M71269 8M71269 81.41
8M71269 8M71269 80.09
8M71271 8M71271 NA
8M71276 8M71276 79.31
8M71277 8M71277 84.03
8M71277 8M71277 86
8M71281 8M71281 77.09
8M71281 8M71281 77.71
8M71283 8M71283 78.09
8M71283 8M71283 79.03
8M71283 8M71283 NA
8M71283 8M71283 79
8M71283 8M71283 79.5
8M71287 8M71287 85
8M71287 8M71287 83
8M71289 8M71289 78.09
8M71290 8M71290 79.71
8M71292 8M71292 75.71
8M71292 8M71292 76.03
8M71292 8M71292 76.43
8M71294 8M71294 79.86
8M71294 8M71294 78.71
8M71295 8M71295 82.71
8M71295 8M71295 NA
8M71295 8M71295 83.03
8M71296 8M71296 76.31
8M71298 8M71298 80.71
8M71299 8M71299 79.71
8M71301 8M71301 75.31
8M71302 8M71302 79.71
8M71302 8M71302 NA
8M71302 8M71302 79.86
8M71302 8M71302 82.43
8M71303 8M71303 79.71
8M71304 8M71304 75.31
8M71305 8M71305 NA
8M71306 8M71306 80.09
8M71306 8M71306 83.03
8M71307 8M71307 80.71
8M71310 8M71310 80.43
8M71310 8M71310 79.09
8M71313 8M71313 76.09
8M71313 8M71313 77.43
8M71313 8M71313 78.05
8M71313 8M71313 79.43
8M71313 8M71313 79.31
8M71314 8M71314 79.03
8M71314 8M71314 77.09
8M71317 8M71317 82.03
8M71321 8M71321 79.03
8M71322 8M71322 78.03
8M71323 8M71323 81.86
8M71323 8M71323 81.29
8M71323 8M71323 83.86
8M71323 8M71323 83.92
8M71323 8M71323 82.05
8M71323 8M71323 NA
8M71324 8M71324 83.29
8M71324 8M71324 82.86
8M71324 8M71324 NA
8M71324 8M71324 83.71
8M71325 8M71325 83.29
8M71325 8M71325 81.86
8M71325 8M71325 NA
8M71325 8M71325 81.97
8M71326 8M71326 82.86
8M71327 8M71327 82.29
8M71327 8M71327 83.86
8M71327 8M71327 82.97
8M71327 8M71327 82.31
8M71327 8M71327 83.86
8M71327 8M71327 82.86
8M71327 8M71327 83.39
8M71328 8M71328 78.29
8M71328 8M71328 79.86
8M71328 8M71328 79.86
8M71329 8M71329 80.86
8M71329 8M71329 81.97
8M71330 8M71330 77.97
8M71330 8M71330 77.86
8M71331 8M71331 79.97
8M71331 8M71331 79.86
8M71332 8M71332 81.29
8M71332 8M71332 80.86
8M71332 8M71332 80.97
8M71333 8M71333 82.86
8M71334 8M71334 79.97
8M71334 8M71334 79.86
8M71335 8M71335 79.29
8M71335 8M71335 78.86
8M71335 8M71335 79.86
8M71336 8M71336 78.86
8M71336 8M71336 79.97
8M71336 8M71336 79.71
8M71337 8M71337 84.86
8M71337 8M71337 84.97
8M71338 8M71338 79.86
8M71338 8M71338 80.97
8M71339 8M71339 75.86
8M71339 8M71339 75.97
8M71340 8M71340 76.86
8M71340 8M71340 76.97
8M71341 8M71341 81.86
8M71341 8M71341 80.97
8M71342 8M71342 80.86
8M71342 8M71342 79.97
8M71342 8M71342 NA
8M71343 8M71343 76.29
8M71344 8M71344 76.71
8M71344 8M71344 79.71
8M71345 8M71345 82.85
8M71345 8M71345 85.03
8M71346 8M71346 81.85
8M71347 8M71347 79.85
8M71348 8M71348 80.71
8M71348 8M71348 80.71
8M71349 8M71349 76.85
8M71350 8M71350 79.71
8M71351 8M71351 81.85
8M71351 8M71351 82.71
8M71351 8M71351 83.03
8M71352 8M71352 79.71
8M71352 8M71352 79.71
8M71353 8M71353 80.85
8M71353 8M71353 82.97
8M71354 8M71354 82.97
8M71354 8M71354 NA
8M71355 8M71355 80.85
8M71355 8M71355 81.71
8M71356 8M71356 78.85
8M71357 8M71357 80.71
8M71358 8M71358 83.85
8M71358 8M71358 84.97
